EmployeeNumber,Age,Gender,HourlyRate,MonthlyIncome,Department,JobLevel,JobRole,MaritalStatus,PerformanceRating
1787,37,Male,46,4189,Sales,2,Sales Executive,Married,3
1789,46,Male,46,19328,Research & Development,5,Research Director,Divorced,3
1790,36,Male,90,8321,Research & Development,3,Healthcare Representative,Married,3
1792,44,Male,99,2342,Research & Development,1,Research Scientist,Divorced,3
1794,37,Male,89,4071,Human Resources,2,Human Resources,Divorced,3
1797,35,Male,84,5813,Sales,2,Sales Executive,Single,3
1798,33,Male,90,3143,Research & Development,1,Research Scientist,Married,3
1799,28,Male,82,2044,Research & Development,1,Research Scientist,Married,3
1800,39,Male,65,13464,Research & Development,3,Research Director,Single,4
1801,46,Male,98,7991,Sales,2,Sales Executive,Single,3
1802,40,Female,99,3377,Research & Development,1,Laboratory Technician,Married,3
1803,42,Male,95,5538,Research & Development,2,Healthcare Representative,Married,3
1804,35,Male,90,5762,Research & Development,2,Manufacturing Director,Divorced,3
1805,38,Male,100,2592,Human Resources,1,Human Resources,Divorced,3
1807,34,Male,93,5346,Research & Development,2,Laboratory Technician,Married,3
1809,37,Male,58,4213,Research & Development,2,Manufacturing Director,Single,3
1812,39,Male,83,4127,Sales,2,Sales Executive,Divorced,3
1813,43,Male,52,2438,Research & Development,1,Research Scientist,Single,3
1814,41,Male,85,6870,Research & Development,2,Healthcare Representative,Single,3
1815,41,Female,81,10447,Sales,3,Sales Executive,Divorced,3
1816,30,Female,64,9667,Research & Development,3,Manufacturing Director,Single,3
1818,26,Female,69,2148,Human Resources,1,Human Resources,Married,3
1821,46,Female,66,8926,Research & Development,2,Healthcare Representative,Married,4
1822,40,Female,52,6513,Research & Development,2,Healthcare Representative,Divorced,3
1823,34,Male,92,6799,Sales,2,Sales Executive,Married,4
1824,58,Male,52,16291,Sales,4,Manager,Divorced,4
1826,35,Male,91,2705,Research & Development,1,Laboratory Technician,Married,3
1827,47,Female,92,10333,Research & Development,3,Manufacturing Director,Divorced,3
1829,40,Female,47,4448,Research & Development,2,Healthcare Representative,Divorced,3
1830,54,Female,68,6854,Research & Development,2,Research Scientist,Married,3
1833,31,Female,68,9637,Sales,3,Sales Executive,Married,3
1834,28,Female,67,3591,Research & Development,1,Research Scientist,Married,4
1835,38,Female,77,5405,Sales,2,Sales Representative,Married,4
1836,26,Male,46,4684,Sales,2,Sales Executive,Single,3
1837,58,Male,87,15787,Research & Development,4,Research Director,Married,3
1839,18,Female,33,1514,Research & Development,1,Research Scientist,Single,3
1842,31,Male,89,2956,Human Resources,1,Human Resources,Married,3
1844,29,Male,56,2335,Human Resources,1,Human Resources,Divorced,3
1845,45,Female,67,5154,Sales,2,Sales Executive,Married,4
1847,36,Female,73,6962,Research & Development,2,Research Scientist,Married,4
1849,43,Male,92,5675,Sales,2,Sales Executive,Married,4
1850,27,Female,53,2379,Research & Development,1,Laboratory Technician,Single,3
1852,29,Male,40,3812,Research & Development,1,Laboratory Technician,Married,3
1853,32,Male,79,4648,Sales,2,Sales Executive,Single,3
1854,42,Male,38,2936,Research & Development,1,Research Scientist,Married,4
1856,47,Female,64,2105,Research & Development,1,Laboratory Technician,Single,3
1857,46,Male,82,8578,Research & Development,3,Manufacturing Director,Divorced,3
1858,28,Male,43,2706,Human Resources,1,Human Resources,Divorced,3
1859,29,Male,93,6384,Research & Development,2,Healthcare Representative,Divorced,3
1860,42,Male,81,3968,Research & Development,1,Laboratory Technician,Single,3
1862,32,Male,82,9907,Sales,2,Sales Executive,Single,3
1863,46,Female,45,13225,Sales,4,Sales Executive,Divorced,3
1864,27,Female,36,3540,Sales,2,Sales Representative,Married,4
1865,29,Male,87,2804,Human Resources,1,Human Resources,Married,3
1866,43,Female,81,19392,Research & Development,5,Manager,Married,3
1867,48,Male,91,19665,Research & Development,5,Research Director,Married,3
1868,29,Male,73,2439,Research & Development,1,Research Scientist,Single,4
1869,46,Female,64,7314,Sales,3,Sales Executive,Married,4
1870,27,Female,77,4774,Research & Development,1,Research Scientist,Married,3
1871,39,Male,41,3902,Research & Development,2,Research Scientist,Divorced,3
1873,55,Male,98,2662,Research & Development,1,Research Scientist,Married,4
1875,28,Female,78,2856,Sales,1,Sales Representative,Married,3
1876,30,Male,89,1081,Sales,1,Sales Representative,Single,3
1878,22,Male,75,2472,Research & Development,1,Research Scientist,Single,4
1880,36,Female,63,5673,Sales,2,Sales Executive,Married,3
1881,31,Male,89,4197,Research & Development,2,Laboratory Technician,Divorced,3
1882,34,Male,64,9713,Sales,3,Sales Executive,Married,3
1883,29,Male,59,2062,Research & Development,1,Laboratory Technician,Single,3
1885,37,Male,78,4284,Research & Development,2,Research Scientist,Married,4
1886,35,Female,44,4788,Research & Development,2,Manufacturing Director,Married,3
1888,45,Female,93,5906,Research & Development,2,Manufacturing Director,Married,3
1890,36,Male,94,3886,Human Resources,2,Human Resources,Single,4
1892,40,Male,98,16823,Research & Development,4,Manager,Divorced,3
1893,26,Female,90,2933,Research & Development,1,Research Scientist,Married,3
1898,27,Female,89,6500,Sales,2,Sales Executive,Single,3
1900,48,Female,58,17174,Research & Development,4,Manager,Divorced,3
1903,44,Male,78,5033,Research & Development,2,Healthcare Representative,Married,3
1905,34,Male,85,2307,Research & Development,1,Research Scientist,Married,4
1907,56,Male,97,2587,Research & Development,1,Laboratory Technician,Single,3
1908,36,Male,33,5507,Sales,2,Sales Executive,Married,3
1909,41,Female,54,4393,Sales,2,Sales Executive,Married,4
1911,42,Male,83,13348,Research & Development,3,Research Director,Married,3
1912,31,Female,86,6583,Sales,2,Sales Executive,Divorced,3
1915,34,Female,75,8103,Sales,2,Sales Executive,Married,3
1916,31,Female,62,3978,Research & Development,1,Laboratory Technician,Divorced,3
1918,26,Male,61,2544,Research & Development,1,Laboratory Technician,Married,3
1922,45,Male,44,5399,Research & Development,2,Healthcare Representative,Single,3
1924,33,Male,43,5487,Sales,2,Sales Executive,Single,3
1927,28,Male,42,6834,Sales,2,Sales Executive,Married,3
1928,29,Male,45,1091,Sales,1,Sales Representative,Single,3
1929,39,Female,32,5736,Sales,2,Sales Executive,Married,3
1931,27,Male,41,2226,Research & Development,1,Research Scientist,Married,3
1932,34,Male,86,5747,Research & Development,2,Research Scientist,Married,3
1933,28,Female,84,9854,Sales,2,Sales Executive,Single,3
1934,47,Male,64,5467,Research & Development,2,Research Scientist,Married,3
1935,56,Female,89,5380,Sales,2,Sales Executive,Married,3
1936,39,Male,87,5151,Research & Development,2,Manufacturing Director,Married,4
1937,38,Female,58,2133,Research & Development,2,Research Scientist,Divorced,3
1938,58,Female,72,17875,Sales,4,Manager,Married,3
1939,32,Female,47,2432,Research & Development,1,Research Scientist,Single,3
1940,38,Male,71,4771,Research & Development,1,Research Scientist,Divorced,3
1941,49,Male,42,19161,Research & Development,5,Research Director,Married,3
1943,42,Male,77,5087,Sales,2,Sales Executive,Divorced,3
1944,27,Female,58,2863,Human Resources,1,Human Resources,Married,3
1945,35,Male,71,5561,Sales,2,Sales Executive,Married,3
1947,28,Male,49,2144,Research & Development,1,Research Scientist,Single,3
1948,31,Male,48,3065,Research & Development,1,Research Scientist,Divorced,3
1949,36,Male,66,2810,Research & Development,1,Laboratory Technician,Married,4
1950,34,Male,32,9888,Sales,3,Sales Executive,Single,4
1951,34,Male,39,8628,Sales,3,Sales Executive,Divorced,3
1952,26,Male,95,2867,Research & Development,1,Laboratory Technician,Single,3
1954,29,Male,89,5373,Research & Development,2,Healthcare Representative,Married,3
1955,32,Female,34,6667,Research & Development,2,Healthcare Representative,Divorced,3
1956,31,Male,48,5003,Research & Development,2,Research Scientist,Married,4
1960,28,Male,32,2367,Research & Development,1,Laboratory Technician,Divorced,3
1961,38,Male,59,2858,Sales,1,Sales Representative,Single,3
1962,35,Female,55,5204,Sales,2,Sales Executive,Married,3
1965,27,Male,44,4105,Sales,2,Sales Executive,Single,3
1966,32,Male,56,9679,Research & Development,2,Manufacturing Director,Single,4
1967,31,Male,63,5617,Sales,2,Sales Executive,Married,3
1968,53,Male,66,10448,Sales,3,Sales Executive,Single,3
1969,54,Female,67,2897,Research & Development,2,Research Scientist,Married,3
1970,33,Male,36,5968,Research & Development,2,Healthcare Representative,Divorced,4
1971,43,Male,30,7510,Research & Development,3,Healthcare Representative,Married,3
1972,38,Male,88,2991,Human Resources,1,Human Resources,Married,3
1973,55,Male,71,19636,Human Resources,5,Manager,Married,3
1974,31,Female,59,1129,Research & Development,1,Laboratory Technician,Divorced,3
1975,39,Male,77,13341,Sales,4,Sales Executive,Single,3
1976,42,Male,37,4332,Research & Development,2,Research Scientist,Single,3
1979,31,Female,40,11031,Research & Development,3,Research Director,Married,4
1980,54,Female,77,4440,Research & Development,2,Manufacturing Director,Single,3
1981,24,Male,45,4617,Research & Development,2,Healthcare Representative,Single,3
1982,23,Male,78,2647,Research & Development,1,Laboratory Technician,Single,3
1985,40,Female,73,6323,Research & Development,2,Laboratory Technician,Married,3
1986,40,Female,92,5677,Sales,2,Sales Executive,Married,3
1987,25,Female,82,2187,Human Resources,1,Human Resources,Married,3
1989,30,Male,76,3748,Research & Development,1,Laboratory Technician,Married,3
1992,25,Male,57,3977,Research & Development,1,Laboratory Technician,Divorced,3
1993,47,Male,84,8633,Research & Development,3,Healthcare Representative,Single,4
1994,33,Male,59,2008,Research & Development,1,Laboratory Technician,Divorced,3
1995,38,Male,86,4440,Sales,2,Sales Executive,Married,3
1996,31,Male,54,3067,Sales,1,Sales Representative,Married,3
1997,38,Male,72,5321,Research & Development,2,Manufacturing Director,Married,3
1998,42,Male,35,5410,Research & Development,2,Research Scientist,Divorced,3
1999,41,Male,76,2782,Research & Development,1,Research Scientist,Married,4
2000,47,Female,98,11957,Research & Development,3,Research Director,Married,3
2003,35,Male,43,2660,Research & Development,1,Laboratory Technician,Married,3
2007,22,Male,63,3375,Research & Development,1,Research Scientist,Single,3
2008,35,Male,48,5098,Research & Development,2,Research Scientist,Single,3
2009,33,Female,95,4878,Research & Development,2,Healthcare Representative,Married,3
2010,32,Female,49,2837,Research & Development,1,Laboratory Technician,Single,3
2012,40,Male,83,2406,Research & Development,1,Laboratory Technician,Married,3
2013,32,Male,68,2269,Sales,1,Sales Representative,Married,3
2014,39,Male,52,4108,Research & Development,2,Research Scientist,Single,3
2015,38,Female,99,13206,Research & Development,3,Research Director,Married,3
2016,32,Female,48,10422,Sales,3,Sales Executive,Married,3
2017,37,Female,42,13744,Research & Development,3,Research Director,Married,4
2018,25,Female,85,4907,Sales,2,Sales Executive,Divorced,4
2019,52,Male,40,3482,Sales,1,Sales Representative,Divorced,3
2020,44,Male,42,2436,Research & Development,1,Research Scientist,Single,3
2021,21,Male,58,2380,Sales,1,Sales Representative,Single,3
2022,39,Male,87,19431,Research & Development,5,Manager,Single,3
2023,23,Male,33,1790,Sales,1,Sales Representative,Married,3
2024,36,Female,94,7644,Sales,3,Sales Executive,Married,3
2025,36,Female,97,5131,Research & Development,2,Manufacturing Director,Divorced,3
2026,56,Male,57,6306,Research & Development,2,Healthcare Representative,Divorced,4
2027,29,Male,36,4787,Research & Development,1,Research Scientist,Married,3
2031,42,Male,56,18880,Research & Development,5,Manager,Married,3
2032,56,Male,72,2339,Research & Development,1,Laboratory Technician,Married,3
2034,41,Female,60,13570,Research & Development,4,Manufacturing Director,Married,4
2035,34,Female,95,6712,Sales,2,Sales Executive,Married,4
2036,36,Male,88,5406,Sales,2,Sales Executive,Divorced,4
2037,41,Male,57,8938,Sales,2,Sales Executive,Divorced,3
2038,32,Male,78,2439,Research & Development,1,Research Scientist,Single,3
2040,35,Female,31,8837,Human Resources,3,Human Resources,Single,3
2041,38,Female,100,5343,Sales,2,Sales Executive,Married,3
2044,50,Male,94,6728,Sales,2,Sales Executive,Divorced,3
2045,36,Female,100,6652,Sales,2,Sales Executive,Married,3
2046,45,Female,50,4850,Sales,2,Sales Executive,Single,3
2048,40,Male,52,2809,Research & Development,1,Research Scientist,Single,3
2049,35,Male,80,5689,Research & Development,2,Healthcare Representative,Married,3
2051,40,Female,98,2001,Research & Development,1,Research Scientist,Married,3
2052,35,Female,62,2977,Research & Development,1,Research Scientist,Married,3
2053,29,Male,46,4025,Research & Development,2,Laboratory Technician,Married,3
2054,29,Female,73,3785,Research & Development,1,Research Scientist,Single,3
2055,50,Male,39,10854,Sales,3,Sales Executive,Divorced,3
2056,39,Female,60,12031,Sales,4,Sales Executive,Married,3
2057,31,Male,74,9936,Research & Development,2,Manufacturing Director,Single,3
2060,26,Female,30,2966,Sales,1,Sales Representative,Single,3
2061,36,Male,41,2571,Research & Development,2,Laboratory Technician,Married,3
2062,39,Male,42,9991,Research & Development,3,Healthcare Representative,Married,3
2064,27,Male,87,6142,Research & Development,2,Manufacturing Director,Married,4
2065,49,Male,63,5390,Sales,2,Sales Executive,Married,3
2068,34,Male,82,4404,Research & Development,2,Laboratory Technician,Married,3
